MQ135_Analog,MQ3_Analog,MiCS5524_Analog,Output,RSL_Hours
350,287,208,1,56
319,258,139,1,85
100,265,222,1,104
440,897,585,0,16
348,279,210,1,65
254,281,276,1,67
610,869,801,0,9
301,282,205,1,71
338,218,148,1,85
111,221,177,1,118
473,787,562,0,16
1019,592,710,0,6
279,196,195,1,108
747,884,632,0,11
212,100,287,1,115
332,210,198,1,77
202,350,146,1,101
495,786,727,0,10
161,308,169,1,107
553,963,653,0,11
317,237,206,1,74
327,110,152,1,120
164,202,188,1,125
635,701,749,0,11
848,414,582,0,12
267,350,133,1,79
288,276,174,1,84
267,168,188,1,106
165,148,188,1,126
676,941,681,0,7
951,546,833,0,6
122,303,284,1,89
137,241,110,1,133
890,633,638,0,8
188,250,245,1,95
669,928,730,0,10
623,676,633,0,12
919,580,914,0,5
308,210,219,1,86
318,304,114,1,75
179,335,235,1,90
640,999,606,0,8
1007,439,698,0,12
505,672,760,0,13
133,187,201,1,118
774,772,551,0,11
1014,449,814,0,9
890,433,756,0,13
106,299,217,1,115
985,860,881,0,5
868,914,926,0,5
678,729,656,0,11
277,100,251,1,105
316,208,108,1,92
669,732,773,0,11
158,350,213,1,95
633,622,797,0,12
534,858,682,0,14
236,311,122,1,99
331,344,268,1,34
615,847,592,0,12
886,503,653,0,11
548,790,735,0,9
669,644,649,0,16
946,955,964,0,2
158,228,276,1,86
163,152,148,1,144
638,760,564,0,14
331,138,139,1,101
332,331,299,1,40
918,832,821,0,6
310,165,178,1,111
180,190,178,1,119
484,808,547,0,12
712,673,746,0,12
154,201,244,1,98
105,317,100,1,128
295,257,130,1,103
135,291,137,1,105
502,912,641,0,13
217,263,311,1,62
1005,1023,1023,0,1
784,662,653,0,9
479,983,527,0,14
743,634,708,0,12
247,128,177,1,115
863,439,810,0,8
665,704,503,0,13
754,884,610,0,12
326,345,266,1,33
656,945,577,0,8
326,197,325,1,73
793,621,652,0,12
580,750,535,0,15
672,642,676,0,11
862,751,825,0,8
250,228,332,1,73
287,229,117,1,102
658,934,559,0,9
496,931,573,0,11
830,933,868,0,5
516,992,569,0,13
349,218,298,1,57
158,207,310,1,85
141,242,196,1,116
183,230,245,1,96
446,631,821,0,16
536,829,566,0,15
325,119,224,1,94
259,306,106,1,88
157,294,350,1,67
262,287,243,1,62
773,968,863,0,4
100,104,254,1,131
580,787,688,0,11
503,631,658,0,16
282,125,157,1,114
894,515,601,0,14
777,404,620,0,13
239,272,283,1,68
1023,400,878,0,8
277,230,225,1,96
141,304,100,1,121
759,947,777,0,7
183,138,252,1,118
776,400,740,0,13
179,183,345,1,82
172,230,100,1,134
235,116,233,1,105
179,251,234,1,109
873,800,872,0,8
255,240,208,1,89
589,818,777,0,10
482,901,661,0,9
273,315,236,1,73
235,234,350,1,60
900,868,946,0,6
140,264,328,1,90
204,275,138,1,105
272,342,210,1,77
723,822,747,0,12
232,350,290,1,56
666,764,752,0,13
852,500,628,0,12
608,820,550,0,11
618,789,598,0,12
215,152,100,1,132
888,947,917,0,4
956,485,683,0,11
623,792,688,0,12
978,813,1023,0,0
526,898,553,0,14
124,350,187,1,105
164,296,100,1,129
313,241,337,1,51
350,255,155,1,73
836,541,642,0,11
617,725,686,0,14
728,916,569,0,12
593,865,716,0,8
105,179,118,1,151
660,761,586,0,14
111,264,157,1,113
510,820,755,0,14
818,583,864,0,8
228,336,195,1,84
320,290,211,1,78
308,277,134,1,80
139,318,224,1,89
586,712,764,0,9
950,907,976,0,0
448,720,585,0,16
100,316,183,1,119
187,325,150,1,106
219,142,191,1,111
913,412,768,0,10
800,789,752,0,11
670,681,757,0,12
141,314,202,1,102
196,176,291,1,107
860,1016,972,0,0
132,179,322,1,101
765,400,758,0,15
341,237,317,1,46
180,302,275,1,90
120,276,350,1,80
142,344,119,1,107
1023,651,725,0,8
528,734,566,0,16
792,673,691,0,11
659,911,650,0,8
849,939,857,0,2
485,959,570,0,11
707,970,557,0,9
159,100,193,1,129
567,607,570,0,15
236,186,152,1,124
683,948,655,0,10
668,599,694,0,15
126,317,283,1,89
290,125,179,1,101
736,522,829,0,11
161,216,100,1,143
316,350,226,1,48
317,156,184,1,109
279,266,219,1,72
642,761,614,0,12
287,142,325,1,84
245,234,188,1,97
613,620,513,0,16
182,158,166,1,120
925,848,800,0,6
308,341,350,1,24
702,599,758,0,10
221,295,294,1,60
986,991,809,0,0
229,255,312,1,81
278,263,127,1,96
131,350,124,1,112
851,556,864,0,12
611,599,827,0,11
155,189,274,1,106
243,350,185,1,78
1013,464,723,0,11
225,292,325,1,64
200,294,278,1,82
597,856,540,0,14
281,320,187,1,83
112,100,151,1,155
201,301,189,1,82
893,552,619,0,14
977,541,614,0,14
898,684,707,0,11
797,531,633,0,13
717,958,699,0,11
340,138,271,1,77
841,503,646,0,10
931,974,781,0,5
735,581,808,0,11
965,502,763,0,8
308,197,319,1,60
136,318,332,1,76
955,897,795,0,3
107,326,210,1,93
171,100,185,1,137
150,245,180,1,106
237,122,249,1,114
306,250,149,1,92
221,135,241,1,102
1002,468,605,0,11
350,350,315,1,24
265,219,162,1,103
128,241,302,1,93
737,621,731,0,10
134,146,169,1,140
318,166,210,1,92
672,636,554,0,17
128,212,188,1,122
488,756,726,0,12
729,702,686,0,10
499,763,587,0,14
287,221,219,1,88
803,465,670,0,12
236,343,175,1,76
320,126,318,1,85
334,255,114,1,94
211,126,118,1,139
572,585,477,0,18
766,906,615,0,7
901,569,641,0,13
931,679,814,0,6
734,901,691,0,8
241,308,181,1,86
561,797,523,0,13
438,778,693,0,13
217,100,312,1,109
324,275,202,1,70
129,198,142,1,142
239,134,169,1,124
119,274,100,1,139
160,287,254,1,80
159,140,225,1,135
132,128,241,1,141
196,182,200,1,111
159,305,248,1,93
253,115,272,1,97
272,199,202,1,94
172,199,151,1,119
267,107,302,1,107
723,400,736,0,16
869,479,611,0,15
538,806,643,0,10
444,627,684,0,14
125,100,215,1,140
302,167,286,1,77
762,792,706,0,8
576,902,577,0,13
164,235,140,1,128
496,599,790,0,17
596,887,679,0,13
479,700,602,0,14
593,810,597,0,15
183,142,164,1,126
148,179,105,1,139
867,792,896,0,8
204,297,310,1,65
259,197,190,1,105
592,991,665,0,12
457,801,728,0,13
274,177,159,1,102
897,438,837,0,13
578,993,485,0,12
208,291,142,1,112
670,870,753,0,8
877,522,705,0,9
116,305,121,1,132
459,782,721,0,12
860,473,739,0,11
685,825,758,0,7
264,292,277,1,65
1023,602,782,0,6
262,120,296,1,101
424,858,788,0,9
154,328,192,1,90
694,550,525,0,16
1015,721,746,0,6
128,239,336,1,96
344,212,286,1,64
176,279,183,1,107
531,648,711,0,16
445,987,462,0,12
112,302,321,1,84
741,478,686,0,15
308,350,256,1,45
229,138,116,1,131
278,172,141,1,116
961,647,906,0,5
156,223,348,1,92
161,350,188,1,94
199,199,236,1,106
116,113,134,1,153
289,345,142,1,75
307,146,174,1,112
341,272,209,1,73
515,675,745,0,12
310,283,113,1,93
918,663,633,0,12
311,237,156,1,90
177,126,196,1,131
684,874,613,0,8
341,239,102,1,84
635,805,597,0,12
969,703,836,0,9
904,612,634,0,13
288,255,238,1,72
973,883,976,0,3
882,813,912,0,5
267,256,201,1,80
240,174,222,1,115
750,700,959,0,5
348,250,240,1,74
243,108,234,1,106
435,718,784,0,11
100,343,103,1,130
303,310,220,1,58
162,231,214,1,102
100,289,116,1,121
115,341,289,1,92
829,450,781,0,14
437,724,778,0,13
776,664,585,0,13
181,270,350,1,64
969,681,630,0,6
274,179,321,1,80
710,714,781,0,12
818,606,789,0,12
595,650,795,0,15
234,323,101,1,103
760,848,692,0,12
566,1004,695,0,11
203,127,350,1,97
219,132,299,1,98
301,264,155,1,83
500,874,571,0,12
186,278,108,1,116
565,656,696,0,15
317,100,335,1,82
843,486,727,0,14
552,694,821,0,12
316,243,300,1,58
762,614,702,0,10
301,100,350,1,71
122,283,197,1,121
500,999,593,0,12
572,941,627,0,12
605,872,547,0,15
278,350,214,1,53
192,152,187,1,133
298,304,319,1,41
261,113,307,1,99
202,170,145,1,132
279,148,161,1,115
343,241,275,1,57
238,183,332,1,92
650,750,733,0,11
824,548,850,0,11
146,326,350,1,73
295,296,286,1,69
718,935,521,0,8
730,614,696,0,11
247,270,292,1,77
640,885,666,0,13
221,331,130,1,97
990,908,892,0,5
964,557,743,0,11
221,241,109,1,112
781,889,574,0,8
235,174,100,1,124
573,861,555,0,10
184,179,234,1,122
149,298,100,1,120
701,746,808,0,9
227,258,350,1,57
350,140,272,1,80
816,940,1010,0,3
222,173,246,1,99
813,1023,984,0,3
763,693,580,0,10
339,238,345,1,41
213,315,211,1,78
600,820,535,0,12
653,801,650,0,14
290,141,204,1,97
170,221,237,1,100
110,321,177,1,109
348,344,294,1,29
658,686,915,0,9
102,266,188,1,115
473,822,700,0,10
955,554,663,0,9
636,649,742,0,13
127,261,145,1,113
210,240,234,1,88
324,338,161,1,73
675,841,585,0,12
238,268,157,1,88
206,100,342,1,98
949,860,939,0,6
713,962,606,0,9
173,349,133,1,99
330,312,310,1,42
148,186,255,1,116
348,100,158,1,113
848,590,809,0,11
110,284,229,1,114
718,985,822,0,3
746,696,691,0,13
835,644,825,0,9
333,193,128,1,106
120,194,239,1,107
311,122,315,1,70
723,681,718,0,10
867,790,987,0,6
718,679,741,0,9
666,730,522,0,13
655,798,631,0,12
134,102,257,1,136
290,274,118,1,92
661,981,808,0,7
330,340,159,1,57
739,626,756,0,14
569,1007,538,0,9
868,698,642,0,9
680,400,794,0,17
118,272,141,1,119
916,441,607,0,11
689,641,553,0,13
531,753,828,0,12
908,650,917,0,8
734,480,885,0,14
522,712,752,0,13
551,612,698,0,12
998,534,857,0,10
138,197,228,1,117
276,268,297,1,53
328,128,285,1,82
174,224,132,1,127
350,128,292,1,75
609,734,548,0,12
563,800,615,0,15
737,824,548,0,9
747,841,635,0,12
652,646,779,0,11
160,277,256,1,100
703,791,620,0,11
266,160,243,1,93
811,418,659,0,11
226,164,299,1,87
189,308,270,1,72
746,836,769,0,9
129,261,248,1,102
697,819,658,0,10
597,941,668,0,8
742,757,759,0,12
1017,560,833,0,6
168,134,285,1,109
217,346,247,1,67
637,822,593,0,11
555,810,486,0,14
100,223,243,1,122
100,100,223,1,152
100,245,300,1,89
142,265,230,1,101
524,689,523,0,15
647,957,515,0,10
741,747,807,0,8
603,724,523,0,12
843,445,645,0,12
865,631,749,0,9
187,167,132,1,130
283,191,199,1,97
1023,952,840,0,3
1023,719,638,0,10
214,241,274,1,85
100,100,321,1,121
135,203,246,1,107
152,229,209,1,118
219,333,339,1,64
150,233,166,1,126
548,790,561,0,15
206,119,296,1,117
244,315,159,1,91
319,340,106,1,88
692,939,771,0,5
181,125,245,1,123
210,110,219,1,112
647,973,804,0,10
955,645,808,0,8
220,161,100,1,130
867,556,755,0,12
679,921,707,0,11
245,117,298,1,87
262,173,161,1,104
682,821,770,0,10
177,300,187,1,97
908,424,757,0,14
171,175,315,1,96
759,725,746,0,13
603,754,574,0,13
232,338,100,1,98
766,973,619,0,7
741,637,692,0,14
625,819,684,0,11
665,854,634,0,10
464,776,512,0,15
230,149,124,1,139
228,174,247,1,111
624,964,736,0,8
236,174,202,1,108
772,589,874,0,12
231,197,116,1,132
100,255,285,1,108
865,772,966,0,7
644,804,782,0,8
151,297,317,1,78
820,524,711,0,12
295,276,127,1,89
307,190,298,1,72
816,567,712,0,9
333,314,322,1,28
673,966,736,0,9
544,679,707,0,12
140,223,183,1,119
235,194,350,1,79
898,562,596,0,11
992,849,898,0,5
879,598,837,0,9
872,835,1023,0,6
171,227,299,1,99
250,224,130,1,101
1023,911,899,0,0
350,265,270,1,56
198,273,128,1,120
486,835,626,0,11
727,622,622,0,14
985,655,755,0,7
813,940,882,0,3
495,953,492,0,11
162,219,318,1,99
263,104,135,1,134
165,163,160,1,131
266,185,194,1,113
613,563,589,0,16
231,266,198,1,102
848,654,596,0,10
208,246,205,1,91
275,336,142,1,81
907,420,776,0,14
292,182,332,1,80
150,169,173,1,124
891,794,877,0,5
697,588,748,0,13
813,833,838,0,7
630,720,749,0,13
524,918,769,0,11
761,546,743,0,15
350,142,144,1,95
176,318,206,1,84
100,281,207,1,123
942,468,886,0,8
888,533,829,0,10
100,205,282,1,103
843,920,930,0,3
156,303,232,1,87
614,790,548,0,15
252,200,146,1,110
853,609,846,0,9
230,153,283,1,96
167,109,184,1,148
895,614,869,0,8
238,130,188,1,110
340,333,135,1,79
529,713,579,0,15
927,829,1023,0,3
272,294,112,1,86
459,752,704,0,14
705,988,770,0,6
950,860,848,0,5
512,906,729,0,10
219,102,308,1,100
463,886,615,0,13
825,746,849,0,5
888,485,597,0,11
121,157,167,1,133
205,222,323,1,80
119,325,350,1,61
301,164,166,1,103
675,974,676,0,10
922,1023,872,0,5
719,616,526,0,17
925,528,839,0,8
457,925,628,0,11
164,321,122,1,98
688,825,497,0,14
313,329,210,1,67
115,321,148,1,122
267,178,301,1,84
755,811,675,0,12
542,763,568,0,12
688,662,603,0,13
303,205,100,1,117
1023,513,708,0,9
828,582,800,0,7
551,702,688,0,11
258,151,141,1,123
423,689,744,0,14
256,213,293,1,85
290,228,229,1,88
152,132,100,1,159
316,232,187,1,75
100,128,172,1,143
973,440,699,0,8
487,945,698,0,13
491,823,615,0,17
799,428,699,0,14
128,124,187,1,146
286,122,278,1,100
501,775,727,0,10
316,294,136,1,76
670,820,701,0,10
542,910,632,0,12
877,972,993,0,0
179,155,245,1,102
502,625,582,0,16
613,1008,645,0,11
320,153,252,1,85
350,254,203,1,78
181,176,171,1,126
676,738,797,0,9
527,925,758,0,10
252,220,187,1,101
264,178,197,1,109
686,770,489,0,15
586,1001,653,0,8
488,743,472,0,17
718,982,654,0,9
878,522,800,0,11
635,597,571,0,16
646,617,739,0,12
508,694,539,0,15
266,272,274,1,76
141,267,135,1,132
513,685,655,0,14
662,793,744,0,10
926,889,808,0,7
146,277,146,1,112
255,144,187,1,119
221,318,112,1,96
296,264,263,1,64
314,251,204,1,75
816,852,817,0,6
1011,678,874,0,5
523,648,583,0,15
574,680,756,0,14
741,752,567,0,10
100,294,129,1,118
466,805,754,0,10
740,685,867,0,6
172,349,309,1,70
350,248,128,1,94
174,193,186,1,117
173,117,100,1,140
156,252,100,1,136
671,741,500,0,15
122,291,127,1,112
554,983,841,0,8
510,719,514,0,15
240,334,130,1,82
186,259,350,1,75
699,671,549,0,13
292,350,187,1,54
228,153,200,1,115
706,701,536,0,11
750,883,1007,0,8
779,407,832,0,15
708,558,688,0,12
201,165,100,1,142
609,649,712,0,11
459,598,557,0,17
296,100,103,1,124
350,350,315,1,29
900,494,692,0,11
269,131,190,1,107
203,291,217,1,79
848,816,927,0,4
169,107,155,1,144
621,842,759,0,8
711,884,530,0,14
322,210,134,1,105
646,909,595,0,12
287,271,247,1,63
274,170,349,1,64
518,779,718,0,15
238,114,267,1,103
937,491,558,0,15
1023,597,649,0,9
332,340,100,1,76
203,350,230,1,74
347,131,304,1,85
337,161,146,1,105
140,214,316,1,106
486,796,499,0,17
298,285,126,1,78
133,100,153,1,154
719,995,782,0,7
1023,463,810,0,10
599,624,773,0,10
265,137,100,1,137
580,870,541,0,13
319,263,309,1,58
172,132,350,1,92
794,476,774,0,15
305,175,129,1,115
789,471,608,0,15
192,154,298,1,91
242,348,230,1,78
311,278,232,1,63
153,257,178,1,114
778,552,872,0,10
720,946,524,0,8
279,350,277,1,41
283,155,174,1,114
509,966,509,0,12
100,227,333,1,98
462,901,795,0,9
1023,400,624,0,9
156,114,319,1,105
550,682,592,0,16
757,709,494,0,14
722,658,758,0,9
178,149,251,1,116
144,294,309,1,88
278,132,112,1,118
202,144,312,1,98
979,526,587,0,12
192,128,195,1,132
100,170,188,1,147
825,790,997,0,2
285,303,343,1,39
172,330,228,1,97
492,901,634,0,14
185,350,188,1,96
111,200,237,1,121
265,104,264,1,94
562,951,661,0,8
839,428,700,0,10
204,156,212,1,120
566,898,546,0,12
846,558,570,0,14
450,828,571,0,14
182,286,191,1,99
100,172,268,1,119
195,316,140,1,99
186,190,137,1,122
727,632,786,0,10
882,958,996,0,5
251,145,177,1,118
693,692,589,0,14
1002,694,672,0,10
792,442,921,0,13
283,174,171,1,106
711,874,607,0,8
494,996,622,0,12
193,221,154,1,106
171,100,210,1,133
120,202,303,1,95
750,788,857,0,6
132,194,144,1,144
103,200,249,1,122
550,696,702,0,15
334,169,102,1,120
744,686,701,0,9
343,189,308,1,54
253,138,313,1,97
105,228,257,1,120
763,665,561,0,13
727,736,769,0,9
188,278,238,1,87
172,178,150,1,130
350,190,332,1,55
299,231,214,1,71
113,303,350,1,73
291,320,134,1,71
195,243,291,1,86
278,161,109,1,120
687,797,742,0,11
183,178,214,1,103
902,684,894,0,5
230,350,285,1,57
740,529,690,0,13
350,164,114,1,106
130,253,179,1,108
962,980,986,0,2
644,625,558,0,14
408,672,805,0,16
268,103,347,1,92
350,204,334,1,60
312,349,100,1,87
226,264,294,1,82
660,785,628,0,12
177,224,333,1,90
406,664,681,0,14
138,350,137,1,116
722,988,523,0,10
327,209,219,1,81
262,181,160,1,104
223,125,298,1,102
537,895,606,0,12
200,301,264,1,85
739,572,711,0,15
847,660,894,0,10
254,318,279,1,67
927,589,638,0,8
315,298,341,1,30
715,685,474,0,15
250,314,316,1,54
266,181,230,1,83
941,778,982,0,3
572,684,698,0,12
161,211,350,1,89
849,516,684,0,11
476,890,662,0,10
860,690,715,0,8
496,910,720,0,8
222,110,259,1,114
885,850,991,0,4
317,314,143,1,78
223,261,339,1,78
619,941,693,0,12
197,210,244,1,103
653,923,653,0,9
701,798,677,0,11
921,498,673,0,10
597,994,507,0,14
563,699,713,0,13
600,766,722,0,11
621,754,659,0,10
153,156,125,1,146
124,153,112,1,162
871,750,832,0,7
118,350,173,1,113
451,1023,649,0,8
660,571,693,0,13
350,289,241,1,50
634,716,733,0,13
283,147,158,1,107
242,210,340,1,75
430,851,631,0,12
121,125,345,1,116
952,530,881,0,10
508,989,519,0,12
298,108,266,1,95
806,465,905,0,9
611,787,521,0,11
470,988,562,0,14
913,607,831,0,10
809,477,800,0,13
868,772,982,0,3
785,634,768,0,11
346,243,240,1,60
618,991,714,0,7
223,126,147,1,133
120,220,190,1,124
134,173,271,1,123
297,135,336,1,87
712,834,557,0,11
266,282,286,1,74
940,439,735,0,9
266,241,298,1,77
677,866,661,0,10
328,317,276,1,59
819,631,781,0,12
559,930,750,0,12
232,200,277,1,96
208,129,156,1,131
336,139,245,1,94
302,215,296,1,73
545,1023,593,0,11
247,104,100,1,132
519,842,575,0,11
669,689,581,0,16
264,203,225,1,102
953,847,951,0,6
520,1013,538,0,10
311,209,251,1,67
522,925,815,0,8
853,784,1023,0,2
278,127,231,1,110
658,677,710,0,10
324,320,225,1,69
700,853,490,0,14
295,205,248,1,92
335,270,116,1,89
658,466,740,0,13
881,783,916,0,8
179,163,271,1,106
186,210,290,1,90
897,647,829,0,10
248,248,130,1,102
218,140,183,1,133
150,171,344,1,94
876,400,700,0,13
758,590,706,0,13
173,228,100,1,131
236,228,341,1,80
899,605,648,0,9
205,350,343,1,50
802,417,727,0,14
974,408,766,0,13
613,1019,636,0,11
228,122,171,1,122
297,115,167,1,125
122,144,350,1,100
672,697,600,0,14
684,743,577,0,13
237,257,344,1,64
994,724,825,0,6
273,237,241,1,83
446,680,562,0,14
498,715,794,0,12
175,180,154,1,129
166,329,150,1,92
206,194,247,1,107
156,350,212,1,88
183,134,279,1,109
166,309,228,1,82
869,615,888,0,5
317,182,167,1,91
750,1008,951,0,5
745,981,796,0,9
562,838,672,0,13
340,255,329,1,44
593,982,557,0,12
194,130,345,1,97
614,735,522,0,11
213,205,226,1,98
244,154,185,1,109
108,350,194,1,89
258,181,312,1,71
775,953,694,0,7
534,854,695,0,11
473,889,738,0,11
234,334,189,1,84
287,213,238,1,71
950,522,632,0,10
474,967,789,0,12
200,328,332,1,57
184,294,164,1,97
507,1023,585,0,11
154,117,210,1,139
815,441,650,0,11
190,127,133,1,138
466,839,809,0,14
280,319,198,1,80
123,137,312,1,121
160,206,270,1,104
326,151,114,1,100
161,218,341,1,78
527,977,535,0,10
194,134,248,1,111
242,228,164,1,99
178,281,350,1,69
236,325,133,1,85
325,303,334,1,46
227,182,274,1,97
931,419,757,0,13
880,520,851,0,11
247,140,236,1,117
303,299,161,1,78
303,125,107,1,127
933,546,826,0,11
272,327,210,1,67
228,274,327,1,59
508,893,730,0,11
748,572,877,0,12
929,954,900,0,4
973,622,683,0,7
400,964,819,0,11
776,681,539,0,14
602,700,850,0,14
195,119,262,1,116
904,410,883,0,11
112,214,271,1,113
719,840,660,0,10
278,247,342,1,59
604,829,620,0,12
584,934,628,0,11
220,306,328,1,57
114,230,327,1,105
210,292,180,1,98
156,350,212,1,78
495,755,684,0,16
312,100,248,1,107
497,656,635,0,16
186,335,116,1,103
233,321,162,1,78
327,173,258,1,70
310,238,121,1,106
508,837,691,0,12
237,111,201,1,132
644,646,726,0,10
708,912,541,0,12
301,238,118,1,110
235,334,154,1,92
165,284,260,1,80
528,758,514,0,16
933,524,697,0,13
244,343,100,1,90
130,325,257,1,82
791,990,845,0,5
300,253,244,1,77
156,350,212,1,79
928,958,958,0,3
596,903,734,0,10
261,136,141,1,123
147,140,124,1,157
958,627,691,0,8
221,210,193,1,115
708,929,545,0,13
255,165,307,1,95
690,697,617,0,13
228,203,331,1,75
228,215,207,1,105
275,232,311,1,56
276,326,291,1,61
100,315,242,1,91
277,294,337,1,39
588,730,705,0,15
245,169,273,1,84
675,963,665,0,9
487,977,693,0,12
260,291,300,1,72
528,919,645,0,12
721,502,730,0,15
314,167,344,1,57
122,322,274,1,80
727,766,574,0,12
943,621,769,0,10
132,203,324,1,109
498,824,582,0,14
843,499,816,0,12
112,128,228,1,128
181,339,335,1,73
161,131,276,1,124
206,314,339,1,52
103,153,320,1,104
266,116,350,1,79
604,741,597,0,11
707,810,666,0,9
321,286,242,1,59
284,298,129,1,96
618,956,745,0,9
223,112,184,1,129
699,749,515,0,12
471,659,596,0,15
157,226,170,1,115
655,942,734,0,8
816,666,763,0,9
164,248,200,1,96
211,284,159,1,107
198,161,310,1,93
212,191,308,1,80
843,400,740,0,12
303,310,258,1,59
192,239,348,1,81
107,183,143,1,145
350,240,338,1,52
665,817,548,0,14
650,885,502,0,13
131,258,100,1,120
615,965,557,0,9
100,100,235,1,147
720,785,605,0,12
139,152,125,1,146
853,734,870,0,5
186,348,155,1,91
222,127,271,1,104
657,672,573,0,13
182,328,274,1,83
868,556,674,0,10
665,941,735,0,6
608,642,757,0,12
133,286,270,1,81
175,133,350,1,96
924,916,989,0,3
597,915,674,0,12
1023,539,830,0,6
636,739,674,0,14
214,193,262,1,92
490,657,586,0,13
186,212,323,1,80
950,509,701,0,12
350,144,236,1,76
590,900,536,0,10
298,237,293,1,75
110,298,100,1,116
350,325,313,1,33
325,246,139,1,77
165,210,260,1,99
133,270,273,1,105
242,320,293,1,53
753,941,542,0,11
690,642,711,0,15
538,830,684,0,10
697,788,586,0,9
534,879,721,0,12
688,742,601,0,13
767,520,687,0,14
829,774,773,0,6
546,730,589,0,13
595,922,533,0,14
264,269,295,1,75
293,312,100,1,82
167,247,142,1,130
263,158,221,1,111
530,892,760,0,13
820,495,820,0,11
321,294,256,1,67
672,776,550,0,11
630,610,758,0,12
263,276,275,1,69
507,1001,704,0,13
130,304,124,1,124
978,911,947,0,0
199,288,112,1,106
226,350,324,1,46
111,233,150,1,141
242,139,272,1,95
261,350,261,1,61
334,158,287,1,71
266,324,189,1,66
539,711,784,0,10
164,240,188,1,106
267,253,335,1,71
726,475,735,0,12
286,154,148,1,108
773,429,833,0,14
704,724,705,0,12
884,400,888,0,13
749,894,640,0,9
145,109,260,1,118
482,609,518,0,18
111,193,125,1,144
697,1023,533,0,12
350,202,146,1,82
307,339,179,1,62
687,651,745,0,12
350,278,286,1,58
720,487,580,0,15
158,264,204,1,97
659,967,663,0,12
450,758,659,0,12
244,272,219,1,92
532,703,681,0,11
636,840,526,0,15
751,498,770,0,11
269,349,210,1,71
745,444,646,0,16
953,426,722,0,13
224,222,126,1,119
813,410,682,0,15
555,756,553,0,14
322,301,195,1,73
124,235,222,1,113
283,120,187,1,108
645,732,503,0,17
185,168,265,1,110
295,195,251,1,79
190,175,151,1,131
243,166,322,1,86
460,682,788,0,14
230,267,169,1,87
773,832,696,0,10
128,105,284,1,119
565,690,639,0,15
687,617,618,0,14
916,432,774,0,12
894,614,830,0,8
326,153,259,1,95
100,214,288,1,107
200,175,207,1,109
560,621,810,0,13
126,135,167,1,143
606,998,746,0,6
453,909,532,0,15
193,281,279,1,88
299,200,106,1,104
1001,461,839,0,10
914,403,785,0,10
267,216,188,1,103
528,838,764,0,9
197,235,128,1,110
448,824,545,0,12
248,253,213,1,77
251,272,107,1,105
559,685,636,0,14
319,165,220,1,79
345,213,214,1,70
260,307,311,1,67
543,798,784,0,11
150,100,199,1,150
997,407,845,0,7
224,193,253,1,94
485,948,731,0,10
140,213,341,1,89
1000,430,744,0,11
294,150,257,1,94
592,933,637,0,8
469,848,528,0,16
245,221,190,1,97
319,127,236,1,97
682,950,814,0,10
516,824,501,0,17
946,668,669,0,11
479,777,777,0,10
953,580,822,0,8
199,128,171,1,127
262,198,308,1,83
293,154,267,1,92
300,207,321,1,54
748,401,730,0,16
626,862,556,0,14
286,230,100,1,108
329,193,149,1,99
157,255,108,1,114
525,824,718,0,13
944,532,702,0,11
894,769,948,0,4
568,611,683,0,12
441,969,608,0,15
244,290,350,1,44
270,252,295,1,63
201,315,331,1,61
130,139,209,1,144
115,185,284,1,121
547,926,641,0,11
992,523,901,0,5
332,290,112,1,95
739,575,760,0,11
892,430,848,0,12
262,271,158,1,97
347,314,125,1,76
324,306,315,1,50
685,618,565,0,12
149,100,131,1,145
312,233,168,1,92
885,973,993,0,2
489,643,784,0,14
192,191,120,1,138
675,791,738,0,7
833,415,806,0,11
110,216,329,1,98
955,405,839,0,9
734,762,728,0,11
1005,458,804,0,8
530,713,660,0,16
184,275,274,1,93
763,765,651,0,12
541,876,690,0,10
348,111,272,1,81
666,858,577,0,8
977,606,655,0,8
296,294,156,1,75
347,190,120,1,91
171,125,142,1,144
473,681,747,0,11
762,632,760,0,13
704,694,589,0,13
597,636,752,0,14
907,715,761,0,8
300,228,155,1,99
225,100,118,1,145
153,201,184,1,123
527,1023,527,0,12
805,496,597,0,14
862,577,859,0,8
653,851,685,0,10
286,130,251,1,94
134,196,114,1,145
824,481,856,0,10
746,400,654,0,18
716,886,539,0,10
486,653,743,0,15
1011,469,811,0,9
215,264,257,1,91
584,840,630,0,10
853,889,1004,0,5
185,227,303,1,79
164,122,155,1,131
139,135,170,1,133
646,758,572,0,14
167,191,168,1,128
250,236,104,1,108
689,848,632,0,9
169,341,221,1,87
172,196,166,1,132
149,220,117,1,120
419,883,537,0,15
100,308,326,1,86
646,643,594,0,12
299,175,262,1,84
623,731,637,0,11
350,298,219,1,57
485,864,672,0,11
291,171,296,1,69
648,951,687,0,7
858,648,745,0,11
535,738,622,0,16
659,621,701,0,16
858,533,933,0,6
125,125,139,1,150
285,223,225,1,74
159,312,301,1,73
269,230,149,1,101
812,583,793,0,12
167,152,107,1,135
168,266,216,1,93
679,971,740,0,6
160,100,338,1,108
330,208,263,1,71
631,782,847,0,7
1023,402,646,0,14
894,561,825,0,8
592,850,719,0,11
261,138,333,1,73
497,655,753,0,12
511,773,463,0,13
736,731,737,0,12
733,806,661,0,10
542,806,748,0,10
238,175,259,1,90
894,537,662,0,11
292,183,255,1,93
595,662,577,0,15
526,727,592,0,13
262,259,212,1,76
299,127,308,1,75
227,197,150,1,110
282,135,191,1,116
601,974,546,0,9
